original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
1725,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2650,?,no ves otro cuadrado ?,%mor:,0,,,,0,0,0,,,,,
1726,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2650,v|ve-2S&PRES=see,no ves otro cuadrado ?,%svd:,ver,0,,1,2,S,PRES,,same,,,
1727,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2653,?,&mmh  mande ?,%mor:,0,,,,0,0,0,,,,,
1728,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2655,?,no (v)e(s) otro cuadrado ?,%mor:,0,,,,0,0,0,,,,,
1729,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2655,v|ve-2S&PRES=see,no (v)e(s) otro cuadrado ?,%svd:,ver,0,,1,2,s,PRES,,,,,
1730,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2658,?,"de cuáles, de estos ?",%mor:,0,,,,0,0,0,,,,,
1731,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2661,.,"&ajá , de esos de ese .",%mor:,0,,,,0,0,0,,,,,
1732,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2664,!,el aro de fuego !,%mor:,0,,,,0,0,0,,,,,
1733,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2666,?,qué vas a construir ?,%mor:,0,,,,0,0,0,,,,,
1734,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2666,v|i-2s&pres=go,qué vas a construir ?%mor: pro:int|qué=what v|i-2S&PRES=go aprep|a=to inf|construi-INF=construct ?,%svd:,ir,0,,1,2,s,pres,,,,,
1735,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2669,.,"uno de los, uno de los mejores &pis .",%mor:,0,,,,0,0,0,,,,,
1736,PLG-2008-06-18-MV-tagged.cha,spa,CHILEMEX,CHI,.,female,.,.,Target_Child,.,.,2669,v|mejora-2s&sub&pres=improve,"uno de los, uno de los mejores &pis .%mor: pro:indef|uno=one prep|de=of det:art|el&m-PL=the cm|cm pro:indef|uno=one prep|de=of det:art|el&m-PL=the v|mejora-2S&SUB&PRES=improve .",%svd:,mejorar,na,na,na,na,na,na,na,na,na,tag error,
1737,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,12,.,tú me la vas a platicar .,%mor:,0,,,,0,0,0,,,,,
1738,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,12,v|i-2s&pres=go,tú me la vas a platicar .%mor: pro:sub|tú=you pro:obj|me=me pro:obj|la&f=she v|i-2S&PRES=go aprep|a=to inf|platica-INF=talk .,%svd:,ir,1,,1,2,s,pres,,,,,
1739,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,15,.,"esta &ola , yo no, es que yo no sé leer .",%mor:,0,,,,0,0,0,,,,,
1740,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,15,cop|se-3S&PRES=be,"esta &ola , yo no, es que yo no sé leer .%mor: det:dem|este-f=this cm|cm pro:sub|yo=I adv|no=no cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know inf|lee-INF=read .",%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
1741,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,15,v|sabe-1S&PRES=know,"esta &ola , yo no, es que yo no sé leer .%mor: det:dem|este-f=this cm|cm pro:sub|yo=I adv|no=no cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know inf|lee-INF=read .",%svd:,saber,1,,1,1,S,PRES,,,,,
1742,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,19,.,"sé leer las let(r)as grandotas, no las chiquitas .",%mor:,0,,,,0,0,0,,,,,
1743,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,19,v|sabe-1S&PRES=know,"sé leer las let(r)as grandotas, no las chiquitas .",%svd:,saber,0,,1,1,s,PRES,,same,,,
1744,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,23,.,"+< no pero tiene a los dibujos, entonces sí puedes .",%mor:,0,,,,0,0,0,,,,,
1745,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,23,v|tene-3s&pres=have,"+< no pero tiene a los dibujos, entonces sí puedes .%mor: co|no=no conj|pero=but v|tene-3S&PRES=have aprep|a=to det:art|el&m-PL=the n|dibujo&m-PL=design cm|cm co|entonces co|sí=yes v|pode-2S&PRES=can .",%svd:,tener,0,,0,3,s,pres,,,,,
1746,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,23,v|pode-2s&pres=can,"+< no pero tiene a los dibujos, entonces sí puedes .%mor: co|no=no conj|pero=but v|tene-3S&PRES=have aprep|a=to det:art|el&m-PL=the n|dibujo&m-PL=design cm|cm co|entonces co|sí=yes v|pode-2S&PRES=can .",%svd:,poder,0,,1,2,s,pres,switch,switch,,,
1747,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,27,?,o no puedes ?,%mor:,0,,,,0,0,0,,,,,
1748,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,27,v|pode-2s&pres=can,o no puedes ?%mor: coord|o=or adv|no=no v|pode-2S&PRES=can ?,%svd:,poder,0,,1,2,s,pres,,same,,,
1749,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,29,.,tú ya te sabes la historia .,%mor:,0,,,,0,0,0,,,,,
1750,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,29,v|sabe-2s&pres=know,tú ya te sabes la historia .%mor: pro:sub|tú=you adv|ya=already pro:obj|te=you v|sabe-2S&PRES=know det:art|el&f&SG=the n|historia&f=story .,%svd:,saber,1,,1,2,s,pres,,same,,,
1751,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,32,?,no ?,%mor:,0,,,,0,0,0,,,,,
1752,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,34,?,"mira, en dónde empieza ?",%mor:,0,,,,0,0,0,,,,,
1753,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,34,v|empeza-3s&pres=begin,"mira, en dónde empieza ?%mor: co|mira=look cm|cm prep|en=in pro:int|dónde=where v|empeza-3S&PRES=begin ?",%svd:,empezar,0,,0,3,s,pres,,,,,
1754,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,37,?,"aquí empieza, cómo se llama ?",%mor:,0,,,,0,0,0,,,,,
1755,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,37,v|empeza-3s&pres=begin,"aquí empieza, cómo se llama ?%mor: adv|aquí=here v|empeza-3S&PRES=begin cm|cm pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call ?",%svd:,empezar,0,,0,3,s,pres,,,,,
1756,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,37,v|llama-3s&pres=call,"aquí empieza, cómo se llama ?%mor: adv|aquí=here v|empeza-3S&PRES=begin cm|cm pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call ?",%svd:,llamar,0,,0,3,s,pres,,,,,
1757,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,40,.,"&mm , no me acuerdo .",%mor:,0,,,,0,0,0,,,,,
1758,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,40,v|acorda-1s&pres=remind,"&mm , no me acuerdo .%mor: cm|cm co|no=no pro:obj|me=me v|acorda-1S&PRES=remind .",%svd:,acordar,0,,1,1,s,pres,,,,,
1759,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,42,?,no sabes cómo se llama este cuento ?,%mor:,0,,,,0,0,0,,,,,
1760,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,42,v|sabe-2s&pres=know,no sabes cómo se llama este cuento ?%mor: adv|no=no v|sabe-2S&PRES=know pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call det:dem|este=this n|cuento&m=story ?,%svd:,saber,0,,1,2,s,pres,,,,,
1761,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,42,v|llama-3s&pres=call,no sabes cómo se llama este cuento ?%mor: adv|no=no v|sabe-2S&PRES=know pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call det:dem|este=this n|cuento&m=story ?,%svd:,llamar,DP-dem,,0,3,s,pres,,,,,
1762,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,47,.,"+< se llama, La_Sirenita .",%mor:,0,,,,0,0,0,,,,,
1763,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,47,v|llama-3s&pres=call,"+< se llama, La_Sirenita .%mor: pro:refl|se=itself v|llama-3S&PRES=call cm|cm n:prop|La_Sirenita .",%svd:,llamar,0,,0,3,s,pres,,,,,
1764,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,49,?,cuál ?,%mor:,0,,,,0,0,0,,,,,
1765,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,51,.,este .,%mor:,0,,,,0,0,0,,,,,
1766,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,53,.,no .,%mor:,0,,,,0,0,0,,,,,
1767,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,55,?,no ?,%mor:,0,,,,0,0,0,,,,,
1768,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,57,?,cómo se llama ?,%mor:,0,,,,0,0,0,,,,,
1769,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,57,v|llama-3s&pres=call,cómo se llama ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call ?,%svd:,llamar,0,,0,3,s,pres,,,,,
1770,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,59,.,no sé .,%mor:,0,,,,0,0,0,,,,,
1771,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,59,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,,0,0,0,,,,,
1772,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,59,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,na,na,na,na,na,na,na,na,exclude,
1773,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,61,?,cómo se llama ?,%mor:,0,,,,0,0,0,,,,,
1774,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,61,v|llama-3s&pres=call,cómo se llama ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call ?,%svd:,llamar,0,,0,3,s,pres,,,,,
1775,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,63,.,es que no sé .,%mor:,0,,,,0,0,0,,,,,
1776,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,63,cop|se-3s&pres=be,es que no sé .%mor: cop|se-3S&PRES=be prep|que=than adv|no=no v|sabe-1S&PRES=know .,%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
1777,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,63,v|sabe-1s&pres=know,es que no sé .%mor: cop|se-3S&PRES=be prep|que=than adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,na,na,na,na,na,na,na,na,na,exclude,
1778,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,.,&ah  pues a_ver lee .,%mor:,0,,,,0,0,0,,,,,
1779,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,65,v|lee-3s&pres=read,&ah  pues a_ver lee .%mor: co|pues=well co|a_ver=lets_see v|lee-3S&PRES=read .,%svd:,leer,na,na,na,na,na,na,na,na,na,imperative,
1780,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,67,.,le .,%mor:,0,,,,0,0,0,,,,,
1781,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,69,.,el .,%mor:,0,,,,0,0,0,,,,,
1782,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,71,.,el (.) te .,%mor:,0,,,,0,0,0,,,,,
1783,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,73,.,+< no .,%mor:,0,,,,0,0,0,,,,,
1784,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,75,.,el te (.) le .,%mor:,0,,,,0,0,0,,,,,
1785,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,77,.,+< Name .,%mor:,0,,,,0,0,0,,,,,
1786,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,79,.,el libro de la selva .,%mor:,0,,,,0,0,0,,,,,
1787,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,82,?,"&ah , ya ves ?",%mor:,0,,,,0,0,0,,,,,
1788,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,82,v|ve-2s&pres=see,"&ah , ya ves ?%mor: cm|cm adv|ya=already v|ve-2S&PRES=see ?",%svd:,ver,0,,1,2,s,pres,,,,,
1789,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,84,?,y a_ver qué pasa aquí ?,%mor:,0,,,,0,0,0,,,,,
1790,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,84,v|pasa-3s&pres=pass,y a_ver qué pasa aquí ?%mor: coord|y=and co|a_ver=lets_see pro:int|qué=what v|pasa-3S&PRES=pass adv|aquí=here ?,%svd:,pasar,wh,,0,3,s,pres,,,,,
1791,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,87,.,"el bebé &eh , él encontró un bebé y es Mowgli .",%mor:,0,,,,0,0,0,,,,,
1792,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,87,v|encontra-3s&pret=find,"el bebé &eh , él encontró un bebé y es Mowgli .%mor: det:art|el&m&SG=the n|bebé&m=baby cm|cm pro:head|él&m=he v|encontra-3S&PRET=find det:art|un&m=one n|bebé&m=baby coord|y=and cop|se-3S&PRES=be n:prop|Mowgli .",%svd:,encontrar,1,,1,3,s,pret,,,,,
1793,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,87,cop|se-3s&pres=be,"el bebé &eh , él encontró un bebé y es Mowgli .%mor: det:art|el&m&SG=the n|bebé&m=baby cm|cm pro:head|él&m=he v|encontra-3S&PRET=find det:art|un&m=one n|bebé&m=baby coord|y=and cop|se-3S&PRES=be n:prop|Mowgli .",%svd:,ser,0,,1,3,s,pres,switch,switch,,,
1794,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,?,y cómo se llama este ?,%mor:,0,,,,0,0,0,,,,,
1795,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,91,v|llama-3s&pres=call,y cómo se llama este ?%mor: coord|y=and pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call det:dem|este=this ?,%svd:,llamar,DP-dem,,1,3,s,pres,,,,,
1796,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,94,?,este ?,%mor:,0,,,,0,0,0,,,,,
1797,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,96,.,&ajá .,%mor:,0,,,,0,0,0,,,,,
1798,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,97,.,"&mm , no me acuerdo .",%mor:,0,,,,0,0,0,,,,,
1799,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,97,v|acorda-1s&pres=remind,"&mm , no me acuerdo .%mor: cm|cm co|no=no pro:obj|me=me v|acorda-1S&PRES=remind .",%svd:,acordar,0,,1,1,s,pres,,,,,
1800,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,99,.,Bagheera@s:eng .,%mor:,0,,,,0,0,0,,,,,
1801,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,101,.,Bagheera@s:eng .,%mor:,0,,,,0,0,0,,,,,
1802,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,103,?,y luego se encuentra un bebé y qué pasa ?,%mor:,0,,,,0,0,0,,,,,
1803,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,103,v|encontra-3s&pres=find,y luego se encuentra un bebé y qué pasa ?%mor: coord|y=and adv|luego=afterwards pro:refl|se=itself v|encontra-3S&PRES=find det:art|un&m=one n|bebé&m=baby coord|y=and pro:int|qué=what v|pasa-3S&PRES=pass ?,%svd:,encontrar,0,,1,3,s,pres,,,,,
1804,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,103,v|pasa-3s&pres=pass,y luego se encuentra un bebé y qué pasa ?%mor: coord|y=and adv|luego=afterwards pro:refl|se=itself v|encontra-3S&PRES=find det:art|un&m=one n|bebé&m=baby coord|y=and pro:int|qué=what v|pasa-3S&PRES=pass ?,%svd:,pasar,wh,,0,3,s,pres,,,,,
1805,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,107,.,"se &co , se chocan y son un codonel [: coronel] y su y su papá se se se ancha [: enoja] con los demás elefantes porque no están en fila .",%mor:,0,,,,0,0,0,,,,,
1806,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,107,v|choca-3p&pres=collide,"se &co , se chocan y son un codonel [: coronel] y su y su papá se se se ancha [: enoja] con los demás elefantes porque no están en fila .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself v|choca-3P&PRES=collide coord|y=and cop|se-3P&PRES=be det:art|un&m=one n|coronel&m=colonel coord|y=and det:poss|su&3S=his coord|y=and det:poss|su&3S=his n|papá&m=papa pro:refl|se=itself pro:refl|se=itself pro:refl|se=itself v|enoja-3S&PRES=annoy prep|con=with det:art|el&m-PL=the adj|demás=remaining n|elefante&m-PL=elephant conj|porque=because adv|no=no cop|esta-3P&PRES=be prep|en=in n|fila&f=row .",%svd:,chocar,0,,1,3,p,pres,,,,,
1807,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,107,cop|se-3p&pres=be,"se &co , se chocan y son un codonel [: coronel] y su y su papá se se se ancha [: enoja] con los demás elefantes porque no están en fila .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself v|choca-3P&PRES=collide coord|y=and cop|se-3P&PRES=be det:art|un&m=one n|coronel&m=colonel coord|y=and det:poss|su&3S=his coord|y=and det:poss|su&3S=his n|papá&m=papa pro:refl|se=itself pro:refl|se=itself pro:refl|se=itself v|enoja-3S&PRES=annoy prep|con=with det:art|el&m-PL=the adj|demás=remaining n|elefante&m-PL=elephant conj|porque=because adv|no=no cop|esta-3P&PRES=be prep|en=in n|fila&f=row .",%svd:,ser,0,,1,3,p,pres,switch,switch,,morphological error?,
1808,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,107,v|enoja-3s&pres=annoy,"se &co , se chocan y son un codonel [: coronel] y su y su papá se se se ancha [: enoja] con los demás elefantes porque no están en fila .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself v|choca-3P&PRES=collide coord|y=and cop|se-3P&PRES=be det:art|un&m=one n|coronel&m=colonel coord|y=and det:poss|su&3S=his coord|y=and det:poss|su&3S=his n|papá&m=papa pro:refl|se=itself pro:refl|se=itself pro:refl|se=itself v|enoja-3S&PRES=annoy prep|con=with det:art|el&m-PL=the adj|demás=remaining n|elefante&m-PL=elephant conj|porque=because adv|no=no cop|esta-3P&PRES=be prep|en=in n|fila&f=row .",%svd:,enojar,DP-def,,1,3,s,pres,same?,same?,,preceding reference unclear,
1809,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,107,cop|esta-3p&pres=be,"se &co , se chocan y son un codonel [: coronel] y su y su papá se se se ancha [: enoja] con los demás elefantes porque no están en fila .%mor: pro:refl|se=itself cm|cm pro:refl|se=itself v|choca-3P&PRES=collide coord|y=and cop|se-3P&PRES=be det:art|un&m=one n|coronel&m=colonel coord|y=and det:poss|su&3S=his coord|y=and det:poss|su&3S=his n|papá&m=papa pro:refl|se=itself pro:refl|se=itself pro:refl|se=itself v|enoja-3S&PRES=annoy prep|con=with det:art|el&m-PL=the adj|demás=remaining n|elefante&m-PL=elephant conj|porque=because adv|no=no cop|esta-3P&PRES=be prep|en=in n|fila&f=row .",%svd:,estar,0,,1,3,p,pres,switch,switch,,,
1810,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,?,y cómo les dice ?,%mor:,0,,,,0,0,0,,,,,
1811,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,117,v|deci-3s&pres=say,y cómo les dice ?%mor: coord|y=and pro:int|cómo=how pro:ind|le-PL=them v|deci-3S&PRES=say ?,%svd:,decir,0,,1,3,s,pres,,,,,
1812,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,?,"levanta la trompita, y cómo hacen ?",%com:,0,,,,0,0,0,,,,,
1813,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,?,"levanta la trompita, y cómo hacen ?",%mor:,0,,,,0,0,0,,,,,
1814,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,v|levanta-3s&pres=raise,"levanta la trompita, y cómo hacen ?%mor: v|levanta-3S&PRES=raise det:art|el&f&SG=the n|trompa&f-DIM=horn cm|cm coord|y=and pro:int|cómo=how v|hace-3P&PRES=do ?",%svd:,levantar,0,,1,3,s,pres,,same,,,
1815,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,120,v|hace-3p&pres=do,"levanta la trompita, y cómo hacen ?%mor: v|levanta-3S&PRES=raise det:art|el&f&SG=the n|trompa&f-DIM=horn cm|cm coord|y=and pro:int|cómo=how v|hace-3P&PRES=do ?",%svd:,hacer,0,,1,3,p,pres,switch,switch,,,
1816,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,124,?,y luego ?,%mor:,0,,,,0,0,0,,,,,
1817,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,126,.,&ay  es que no sé leer de la xxx .,%mor:,0,,,,0,0,0,,,,,
1818,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,126,cop|se-3s&pres=be,&ay  es que no sé leer de la xxx .%mor: cop|se-3S&PRES=be prep|que=than adv|no=no v|sabe-1S&PRES=know inf|lee-INF=read prep|de=of det:art|el&f&SG=the .,%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
1819,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,~4;,male,.,.,Target_Child,.,.,126,v|sabe-1s&pres=know,&ay  es que no sé leer de la xxx .%mor: cop|se-3S&PRES=be prep|que=than adv|no=no v|sabe-1S&PRES=know inf|lee-INF=read prep|de=of det:art|el&f&SG=the .,%svd:,saber,0,,1,1,s,pres,,,,,
1820,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,129,?,"+< bueno, tú platícame de lo que te acuerdas que pasa en la historia, aquí qué pasa, te acuerdas ?",%mor:,0,,,,0,0,0,,,,,
1821,PLG-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,129,v|acorda-2s&pres=remind,"+< bueno, tú platícame de lo que te acuerdas que pasa en la historia, aquí qué pasa, te acuerdas ?%mor: co|bueno=good cm|cm pro:sub|tú=you imp|platica-2S&IMP~pro:clit|1S=talk prep|de=of pro:obj|lo&m=him pro:rel|que=that pro:obj|te=you v|acorda-2S&PRES=remind pro:rel|que=that v|pasa-3S&PRES=pass prep|en=in det:art|el&f&SG=the n|historia&f=story cm|cm adv|aquí=here pro:int|qué=what v|pasa-3S&PRES=pass cm|cm pro:obj|te=you v|acorda-2S&PRES=remind ?",%svd:,acordar,0,,1,2,s,pres,same,same,,,
