original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
1744,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2748,v|quere-2s&pres=want,quieres dar tamales ?%mor: v|quere-2S&PRES=want inf|da-INF=give n|tamal&m-PL=tamale ?,%svd:,querer,0,,1,2,s,pres,,,,,
1745,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2750,co|sí=yes,sí !%mor: co|sí=yes !,%mor:,0,,,,0,0,0,,,,,
1746,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2750,.,sí !%com: someones accidentaly drops a pencil .,%com:,0,,,,0,0,0,,,,,
1747,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2753,&ay,&ay !,%mor:,0,,,,0,0,0,,,,,
1748,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2754,n|tamal&m-pl=tamale,&m tamales .%mor: n|tamal&m-PL=tamale .,%mor:,0,,,,0,0,0,,,,,
1749,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2756,n|mami&f=mommy,"+< ya lo levanto, mami .%mor: adv|ya=already pro:obj|lo&m=him v|levanta-1S&PRES=raise cm|cm n|mami&f=mommy .",%mor:,0,,,,0,0,0,,,,,
1750,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2756,.,"+< ya lo levanto, mami .%com: CHI whispers the following line .",%com:,0,,,,0,0,0,,,,,
1751,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2756,v|levanta-1s&pres=raise,"+< ya lo levanto, mami .%mor: adv|ya=already pro:obj|lo&m=him v|levanta-1S&PRES=raise cm|cm n|mami&f=mommy .",%svd:,levantar,0,,1,1,s,pres,,,,,
1752,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2760,n|tamal&m-pl=tamale,tamales .%mor: n|tamal&m-PL=tamale .,%mor:,0,,,,0,0,0,,,,,
1753,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2762,n|rosa&f-pl=rose,rositas [: rosas] .%mor: n|rosa&f-PL=rose .,%mor:,0,,,,0,0,0,,,,,
1754,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2762,40:00:00,rositas [: rosas] .%com: time stamp 40:00,%com:,0,,,,0,0,0,,,,,
1755,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2765,n|rosa&f=rose,rosita [: rosa] .%mor: n|rosa&f=rose .,%mor:,0,,,,0,0,0,,,,,
1756,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2767,n|tamal&m-pl=tamale,rosita en los tamales .%mor: n|rosa&f-DIM=rose prep|en=in det:art|el&m-PL=the n|tamal&m-PL=tamale .,%mor:,0,,,,0,0,0,,,,,
1757,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2770,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1758,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2772,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
1759,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2774,l2|cakes,este (.) &got [: hot@s:eng] cakes@s:eng .%mor: det:dem|este=this L2|hot L2|cakes .,%mor:,0,,,,0,0,0,,,,,
1760,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2776,l2|cakes,hot@s:eng cakes@s:eng ?%mor: L2|hot L2|cakes ?,%mor:,0,,,,0,0,0,,,,,
1761,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2778,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1762,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2780,l2|cakes,aquí están los hot@s:eng cakes@s:eng .%mor: adv|aquí=here cop|esta-3P&PRES=be det:art|el&m-PL=the L2|hot L2|cakes .,%mor:,0,,,,0,0,0,,,,,
1763,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2780,cop|esta-3p&pres=be,aquí están los hot@s:eng cakes@s:eng .%mor: adv|aquí=here cop|esta-3P&PRES=be det:art|el&m-PL=the L2|hot L2|cakes .,%svd:,estar,DP-def,,0,3,p,pres,,,,,
1764,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2783,l2|cakes,+< &got [: hot@s:eng] (...) cakes@s:eng .%mor: L2|hot L2|cakes .,%mor:,0,,,,0,0,0,,,,,
1765,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2785,n|miel&m=honey,ahí están los hot@s:eng cakes@s:eng con la mielesita [: miel] .%mor: adv|ahí=there cop|esta-3P&PRES=be det:art|el&m-PL=the L2|hot L2|cakes prep|con=with det:art|el&f&SG=the n|miel&m=honey .,%mor:,0,,,,0,0,0,,,,,
1766,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2785,cop|esta-3p&pres=be,ahí están los hot@s:eng cakes@s:eng con la mielesita [: miel] .%mor: adv|ahí=there cop|esta-3P&PRES=be det:art|el&m-PL=the L2|hot L2|cakes prep|con=with det:art|el&f&SG=the n|miel&m=honey .,%svd:,estar,DP-def,,0,3,p,pres,,,,,
1767,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2788,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1768,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2790,adv|más=more,"ya, qué más ?%mor: adv|ya=already cm|cm pro:int|qué=what adv|más=more ?",%mor:,0,,,,0,0,0,,,,,
1769,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2792,n|sopa&f=soup,este (...) (v)oy a dar (..) sopa !%mor: det:dem|este=this v|i-1S&PRES=go aprep|a=to inf|da-INF=give n|sopa&f=soup !,%mor:,0,,,,0,0,0,,,,,
1770,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2792,v|i-1s&pres=go,este (...) (v)oy a dar (..) sopa !%mor: det:dem|este=this v|i-1S&PRES=go aprep|a=to inf|da-INF=give n|sopa&f=soup !,%svd:,ir,0,,1,1,s,pres,,,,,
1771,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2795,pro:int|qué=what,de qué ?%mor: prep|de=of pro:int|qué=what ?,%mor:,0,,,,0,0,0,,,,,
1772,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2797,adj|amarillo-m=yellow,de amarillo .%mor: prep|de=of adj|amarillo-m=yellow .,%mor:,0,,,,0,0,0,,,,,
1773,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2799,n|sopa&f=soup,pero de qué va a ser la sopita [: sopa] .%mor: conj|pero=but prep|de=of pro:int|qué=what v|i-3S&PRES=go aprep|a=to cop|se-INF=be det:art|el&f&SG=the n|sopa&f=soup .,%mor:,0,,,,0,0,0,,,,,
1774,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2799,v|i-3s&pres=go,pero de qué va a ser la sopita [: sopa] .%mor: conj|pero=but prep|de=of pro:int|qué=what v|i-3S&PRES=go aprep|a=to cop|se-INF=be det:art|el&f&SG=the n|sopa&f=soup .,%svd:,ir,DP-def,,0,3,s,pres,,,,,
1775,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2802,n|llanta&f-pl=tire,de (..) llantitas [: llantas] .%mor: prep|de=of n|llanta&f-PL=tire .,%mor:,0,,,,0,0,0,,,,,
1776,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2804,n|llanta&f-pl=tire,de llantitas [: llantas] ?%mor: prep|de=of n|llanta&f-PL=tire ?,%mor:,0,,,,0,0,0,,,,,
1777,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2806,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1778,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2808,cop|esta-3s&pres=be,ahí está .%mor: adv|ahí=there cop|esta-3S&PRES=be .,%mor:,0,,,,0,0,0,,,,,
1779,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2808,cop|esta-3s&pres=be,ahí está .%mor: adv|ahí=there cop|esta-3S&PRES=be .,%svd:,estar,0,,0,3,s,pres,,,,,
1780,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2810,adv|ahora=now,(a)hora +...%mor: adv|ahora=now +...,%mor:,0,,,,0,0,0,,,,,
1781,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2812,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
1782,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2814,adj|inflable=inflatable,"+, voy a dar (...) inflabe [: inflable] .%mor: v|i-1S&PRES=go aprep|a=to inf|da-INF=give adj|inflable=inflatable .",%mor:,0,,,,0,0,0,,,,,
1783,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2814,v|i-1s&pres=go,"+, voy a dar (...) inflabe [: inflable] .%mor: v|i-1S&PRES=go aprep|a=to inf|da-INF=give adj|inflable=inflatable .",%svd:,ir,0,,1,1,s,pres,,,,,
1784,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2816,adj|inflable=inflatable,un inflable ?%mor: det:art|un&m=one adj|inflable=inflatable ?,%mor:,0,,,,0,0,0,,,,,
1785,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2818,v|cabe-3s&pres=fit,pero aquí no cabe !%mor: conj|pero=but adv|aquí=here adv|no=no v|cabe-3S&PRES=fit !,%mor:,0,,,,0,0,0,,,,,
1786,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2818,v|cabe-3s&pres=fit,pero aquí no cabe !%mor: conj|pero=but adv|aquí=here adv|no=no v|cabe-3S&PRES=fit !,%svd:,caber,0,,0,3,s,pres,,,,,
1787,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2820,adv|aquí=here,pero (.) si quieres aquí !%mor: conj|pero=but conj|si=if v|quere-2S&PRES=want adv|aquí=here !,%mor:,0,,,,0,0,0,,,,,
1788,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2820,.,pero (.) si quieres aquí !%com: CHI whishpers something unintelligible .,%com:,0,,,,0,0,0,,,,,
1789,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2820,v|quere-2s&pres=want,pero (.) si quieres aquí !%mor: conj|pero=but conj|si=if v|quere-2S&PRES=want adv|aquí=here !,%svd:,querer,0,,1,2,s,pres,,,,,
1790,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2823,xxx,xxx xxx .,%mor:,0,,,,0,0,0,,,,,
1791,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2824,adj|inflable=inflatable,un inflabe [: inflable] .%mor: det:art|un&m=one adj|inflable=inflatable .,%mor:,0,,,,0,0,0,,,,,
1792,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2826,adj|inflable=inflatable,un inflable ?%mor: det:art|un&m=one adj|inflable=inflatable ?,%mor:,0,,,,0,0,0,,,,,
1793,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2828,adj|grande-aug=big,"grandote, grandote !%mor: adj|grande-AUG=big cm|cm adj|grande-AUG=big !",%mor:,0,,,,0,0,0,,,,,
1794,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2830,adj|grande=big,el más grande ?%mor: det:art|el&m&SG=the adv|más=more adj|grande=big ?,%mor:,0,,,,0,0,0,,,,,
1795,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2832,n|castillo&m=castle,un casti(llo) +/.%mor: det:art|un&m=one n|castillo&m=castle +/.,%mor:,0,,,,0,0,0,,,,,
1796,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2834,n|pelota&f-pl=ball,+< con pelato [: pelotas] (.) con pelotas !%mor: prep|con=with n|pelota&f-PL=ball prep|con=with n|pelota&f-PL=ball !,%mor:,0,,,,0,0,0,,,,,
1797,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2836,n|mamá&f=mommy,con pelotas por_favor ma(má) .%mor: prep|con=with n|pelota&f-PL=ball co|por_favor=please n|mamá&f=mommy .,%mor:,0,,,,0,0,0,,,,,
1798,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2839,n|pelota&f-pl=ball,con pelotas !%mor: prep|con=with n|pelota&f-PL=ball !,%mor:,0,,,,0,0,0,,,,,
1799,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2841,n|pelota&f-pl=ball,aquí la alberca de pelotas .%mor: adv|aquí=here det:art|el&f&SG=the n|alberca&f=pool prep|de=of n|pelota&f-PL=ball .,%mor:,0,,,,0,0,0,,,,,
1800,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2844,n|pelota&f-pl=ball,muchas pelotas !%mor: det:indef|mucho-f-PL=many n|pelota&f-PL=ball !,%mor:,0,,,,0,0,0,,,,,
1801,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2846,cop|esta-3s&pres=be,ahí está .%mor: adv|ahí=there cop|esta-3S&PRES=be .,%mor:,0,,,,0,0,0,,,,,
1802,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2846,cop|esta-3s&pres=be,ahí está .%mor: adv|ahí=there cop|esta-3S&PRES=be .,%svd:,estar,0,,0,3,s,pres,,,,,
1803,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2848,n|red&f=network,por aquí hay una red .%mor: prep|por=for adv|aquí=here v|habe-3S&PRES&SPEC=have det:art|un-f=one n|red&f=network .,%mor:,0,,,,0,0,0,,,,,
1804,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2848,v|habe-3s&pres&spec=have,por aquí hay una red .%mor: prep|por=for adv|aquí=here v|habe-3S&PRES&SPEC=have det:art|un-f=one n|red&f=network .,%svd:,haber,na,,na,na,na,na,na,na,na,exclude,
1805,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2851,n|red&f=network,+< este (..) red .%mor: det:dem|este=this n|red&f=network .,%mor:,0,,,,0,0,0,,,,,
1806,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2853,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
1807,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2855,det:dem|este=this,este +...%mor: det:dem|este=this +...,%mor:,0,,,,0,0,0,,,,,
1808,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2857,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
1809,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2859,det:dem|este=this,este +...%mor: det:dem|este=this +...,%mor:,0,,,,0,0,0,,,,,
1810,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2861,&mm,&mm ?,%mor:,0,,,,0,0,0,,,,,
1811,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2862,adv|más=more,qué más ?%mor: pro:int|qué=what adv|más=more ?,%mor:,0,,,,0,0,0,,,,,
1812,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2864,v|i-1s&pres=go,es(te) (.) voy (.) voy +...%mor: det:dem|este=this v|i-1S&PRES=go v|i-1S&PRES=go +...,%mor:,0,,,,0,0,0,,,,,
1813,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2864,v|i-1s&pres=go,es(te) (.) voy (.) voy +...%mor: det:dem|este=this v|i-1S&PRES=go v|i-1S&PRES=go +...,%svd:,ir,na,,na,na,na,na,na,na,na,false start,
1814,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2864,v|i-1s&pres=go,es(te) (.) voy (.) voy +...%mor: det:dem|este=this v|i-1S&PRES=go v|i-1S&PRES=go +...,%svd:,ir,na,,na,na,na,na,na,na,na,false start,
1815,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2866,adj|inflable-pl=inflatable,dos inflabes [: inflables] .%mor: det:num|dos=two adj|inflable-PL=inflatable .,%mor:,0,,,,0,0,0,,,,,
1816,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2868,det:num|dos=two,dos ?%mor: det:num|dos=two ?,%mor:,0,,,,0,0,0,,,,,
1817,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2870,pro:indef|otro-m=other,"ya hice uno, falta otro .%mor: adv|ya=already v|hace-1S&PRET=do pro:indef|uno=one cm|cm v|falta-3S&PRES=be_lacking pro:indef|otro-m=other .",%mor:,0,,,,0,0,0,,,,,
1818,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2870,v|hace-1s&pret=do,"ya hice uno, falta otro .%mor: adv|ya=already v|hace-1S&PRET=do pro:indef|uno=one cm|cm v|falta-3S&PRES=be_lacking pro:indef|otro-m=other .",%svd:,hacer,0,,1,1,s,pret,,,,,
1819,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2870,v|falta-3s&pres=be_lacking,"ya hice uno, falta otro .%mor: adv|ya=already v|hace-1S&PRET=do pro:indef|uno=one cm|cm v|falta-3S&PRES=be_lacking pro:indef|otro-m=other .",%svd:,faltar,na,,na,na,na,na,na,na,na,gustar-type,
1820,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2873,adv|aquí=here,"+< sí, falta otro aquí .%mor: co|sí=yes cm|cm v|falta-3S&PRES=be_lacking pro:indef|otro-m=other adv|aquí=here .",%mor:,0,,,,0,0,0,,,,,
1821,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2873,v|falta-3s&pres=be_lacking,"+< sí, falta otro aquí .%mor: co|sí=yes cm|cm v|falta-3S&PRES=be_lacking pro:indef|otro-m=other adv|aquí=here .",%svd:,faltar,na,,na,na,na,na,na,na,na,gustar-type,
1822,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2876,adj|grande=big,"cómo, chiquito o grande ?%mor: pro:int|cómo=how cm|cm n|chico&m-DIM=child coord|o=or adj|grande=big ?",%mor:,0,,,,0,0,0,,,,,
1823,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2879,n|chico&m-dim=child,si quieres chiquito .%mor: conj|si=if v|quere-2S&PRES=want n|chico&m-DIM=child .,%mor:,0,,,,0,0,0,,,,,
1824,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2879,v|quere-2s&pres=want,si quieres chiquito .%mor: conj|si=if v|quere-2S&PRES=want n|chico&m-DIM=child .,%svd:,querer,0,,1,2,s,pres,,,,,
1825,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2881,n|chico&m-dim=child,ése va a ser chiquito ?%mor: pro:dem|ése=that_one v|i-3S&PRES=go aprep|a=to cop|se-INF=be n|chico&m-DIM=child ?,%mor:,0,,,,0,0,0,,,,,
1826,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2881,v|i-3s&pres=go,ése va a ser chiquito ?%mor: pro:dem|ése=that_one v|i-3S&PRES=go aprep|a=to cop|se-INF=be n|chico&m-DIM=child ?,%svd:,ir,DP-dem,,0,3,s,pres,,,,,
1827,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2884,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1828,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2886,n|chico&m-dim=child,ése va a ser así chiquito .%mor: pro:dem|ése=that_one v|i-3S&PRES=go aprep|a=to cop|se-INF=be adv|así=thus n|chico&m-DIM=child .,%mor:,0,,,,0,0,0,,,,,
1829,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2886,v|i-3s&pres=go,ése va a ser así chiquito .%mor: pro:dem|ése=that_one v|i-3S&PRES=go aprep|a=to cop|se-INF=be adv|así=thus n|chico&m-DIM=child .,%svd:,ir,DP-dem,,0,3,s,pres,,,,,
1830,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2889,n|bebé&m-pl=baby,para bebés ?%mor: prep|para=for n|bebé&m-PL=baby ?,%mor:,0,,,,0,0,0,,,,,
1831,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2891,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1832,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2893,imp|avienta-3p&imp=blow_about,ya ves que tienen estos así para que se avienten ?%mor: adv|ya=already v|ve-2S&PRES=see pro:rel|que=that v|tene-3P&PRES=have det:dem|este-m-PL=this adv|así=thus prep|para=for pro:rel|que=that pro:refl|se=itself imp|avienta-3P&IMP=blow_about ?,%mor:,0,,,,0,0,0,,,,,
1833,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2893,v|ve-2s&pres=see,ya ves que tienen estos así para que se avienten ?%mor: adv|ya=already v|ve-2S&PRES=see pro:rel|que=that v|tene-3P&PRES=have det:dem|este-m-PL=this adv|así=thus prep|para=for pro:rel|que=that pro:refl|se=itself imp|avienta-3P&IMP=blow_about ?,%svd:,ver,0,,1,2,s,pres,,,,,
1834,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2893,v|tene-3p&pres=have,ya ves que tienen estos así para que se avienten ?%mor: adv|ya=already v|ve-2S&PRES=see pro:rel|que=that v|tene-3P&PRES=have det:dem|este-m-PL=this adv|así=thus prep|para=for pro:rel|que=that pro:refl|se=itself imp|avienta-3P&IMP=blow_about ?,%svd:,tener,0,,0,3,p,pres,,,,,
1835,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2893,v|aventa-3p&sub&pres=blow_about,ya ves que tienen estos así para que se avienten ?%mor: adv|ya=already v|ve-2S&PRES=see pro:rel|que=that v|tene-3P&PRES=have det:dem|este-m-PL=this adv|así=thus prep|para=for pro:rel|que=that pro:refl|se=itself imp|avienta-3P&IMP=blow_about ?,%svd:,aventar,0,,0?,3,p,sub&pres,,,,"tag error, unclear reference",
1836,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2898,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1837,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2900,n|dibujo&m-dim-pl=design,que traen aquí unos dibujitos ?%mor: conj|que=that v|trae-3P&PRES=carry adv|aquí=here det:art|un-m-PL=one n|dibujo&m-DIM-PL=design ?,%mor:,0,,,,0,0,0,,,,,
1838,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2900,v|trae-3p&pres=carry,que traen aquí unos dibujitos ?%mor: conj|que=that v|trae-3P&PRES=carry adv|aquí=here det:art|un-m-PL=one n|dibujo&m-DIM-PL=design ?,%svd:,traer,0,,0,3,p,pres,,,,,
1839,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2903,v|acorda-2s&pres=remind,te acuerdas ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind ?,%mor:,0,,,,0,0,0,,,,,
1840,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2903,v|acorda-2s&pres=remind,te acuerdas ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind ?,%svd:,acordar,0,,1,2,s,pres,,switch,,,
1841,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,CHI,.,.,2;11,.,Target_Child,.,.,2905,co|sí=yes,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
1842,YGSZ-2008-07-14-MV.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2907,adv|ahora=now,y ahora ?%mor: coord|y=and adv|ahora=now ?,%mor:,0,,,,0,0,0,,,,,
